,Unnamed: 0,Unnamed: 0.1,_id,address,ambience_rating,food_rating,rating,rest_name,review,review_length,review_title,rid,service_rating,url
4392,4392,4392,55020ec64b4f031faba58c5c,"2362 Market St.San Francisco, CA  94114",5.0,4.0,4.3,Catch,"My daughter and I started our delightful Sunday lunch with the freshest Hama Hama oysters and tuna tartare. Then we both had mussels served in a spicy Chorizo, harissa and coconut broth, and topped with french fries. The mussels were cooked perfectly and the spicy broth provided an interesting background. I would recommend ordering the fries as a side rather than on top of the mussels. The service (Robert) was very friendly and efficient, just as it should be. We'll certainly go back.",489,Delightful Sunday lunch,2985,4.0,http://www.opentable.com/catch-san-francisco?rid=2985&tab=2&page=11
4393,4393,4393,55020ec64b4f031faba58c5d,"2362 Market St.San Francisco, CA  94114",4.0,5.0,4.3,Catch,"consistently delicious food, same friendly waiter,very knowledgeable of menu, perfect timing on everything and good value in the City where none of us can afford to live anymore. We'll be back",192,"consistently delicious food,",2985,3.0,http://www.opentable.com/catch-san-francisco?rid=2985&tab=2&page=12
4394,4394,4394,55020ec64b4f031faba58c5e,"2362 Market St.San Francisco, CA  94114",3.0,1.0,4.3,Catch,"Crab cake appetizer: 2 small crab cakes for $14 is a little overpriced, but I could live with it if they were good. They were the worst crab cakes I have ever had. Just flavorless mush in a patty. The sushi roll appetizer was pretty good.
I ordered the mixed grill seafood entree - the sea bass bite was fine, the Mahi Mahi was inedible - just a slice of gristle, couldn't eat it. The salmon piece was overcooked. All three pieces were very small, like 2 or 3 bites. The beans they were served with were way too salty, in a sauce that had zero character except salt. Overall VERY disappointing. What happened to Catch? We have been there multiple times in the past, will NOT return.",682,Crab cake appetizer: 2 small,2985,3.0,http://www.opentable.com/catch-san-francisco?rid=2985&tab=2&page=13
4395,4395,4395,55020ec64b4f031faba58c5f,"2362 Market St.San Francisco, CA  94114",5.0,5.0,4.3,Catch,"The best dining experience in The Castro, hands down! We love CATCH!",68,The best dining experience,2985,5.0,http://www.opentable.com/catch-san-francisco?rid=2985&tab=2&page=14
4396,4396,4396,55020ec74b4f031faba58c60,"2362 Market St.San Francisco, CA  94114",5.0,4.0,4.3,Catch,"We are from Palm Springs, and we wanted a fish restaurant that was NOT in the Fisherman's Wharf district. This place was perfect! Great fish, Nice ambiance-someone played show tunes on the piano-which was located above the dining room so that it filtered through the crowd rather than take over the conversation.
And, thanks to Open Table! we were able to walk right in and sit down. The walk-in/s were lined up outside. They obviously felt it was worth the wait-and Hubby and I have to agree!",493,"We are from Palm Springs,",2985,4.0,http://www.opentable.com/catch-san-francisco?rid=2985&tab=2&page=15
4397,4397,4397,55020ec74b4f031faba58c61,"2362 Market St.San Francisco, CA  94114",4.0,4.0,4.3,Catch,Wonderful seafood plus other great dishes.  Warm friendly service in a comfortable atmosphere.  We will definitely return. Thank you.,133,Wonderful seafood plus other,2985,4.0,http://www.opentable.com/catch-san-francisco?rid=2985&tab=2&page=16
4398,4398,4398,55020ec74b4f031faba58c62,"2362 Market St.San Francisco, CA  94114",3.0,3.0,4.3,Catch,"Catch is a good restaurant for the Castro. I think they need to concentrate on the amount of oil, butter and salt that is put in their dishes..especially the oil. Many items are not properly cooked and come out very greasy. The combination of ingredients is great and they should continue the course they are on but train their chefs on grease!",344,Catch is a good restaurant,2985,4.0,http://www.opentable.com/catch-san-francisco?rid=2985&tab=2&page=17
4399,4399,4399,55020ec74b4f031faba58c63,"2362 Market St.San Francisco, CA  94114",5.0,4.0,4.3,Catch,"I loved our waitstaff, he was so kind and make it a really great experience.",76,"I loved our waitstaff, he",2985,4.0,http://www.opentable.com/catch-san-francisco?rid=2985&tab=2&page=18
4400,4400,4400,55020ec74b4f031faba58c64,"2362 Market St.San Francisco, CA  94114",3.0,1.0,4.3,Catch,"I went there for lunch and sat in the front by the street. I enjoyed the ambiance, the sun and the fresh air (as the front was open), but the food was very disappointing. I had a ceasar salad and lobster bisque. The lettuce was fine, but the salad dressing was really pretty awful -- obviously from a bottle, weet, gummy, no anchovy flavor, not at all what a ceasar dressing should be. The croutons were made from some very airy uninteresting kind of bread and had no flavor whatsoever. The lobster bisque had decent flavor, but it was pretty thin and watery, not thick and creamy as a bisque should be. The service was fine, but no bread? I was very disappointed with the food. I live close by, but I definitely won't go there again.",734,don't order the Ceasar,2985,4.0,http://www.opentable.com/catch-san-francisco?rid=2985&tab=2&page=19
4401,4401,4401,55020ec84b4f031faba58c65,"2362 Market St.San Francisco, CA  94114",5.0,5.0,4.3,Catch,"Catch is a wonderful restaurant, great ambiance, food and the service it outstanding!",85,Catch restaruant is a great catch!,2985,5.0,http://www.opentable.com/catch-san-francisco?rid=2985&tab=2&page=20
4402,4402,4402,55020ec84b4f031faba58c66,"2362 Market St.San Francisco, CA  94114",5.0,5.0,4.3,Catch,I bring people to Catch that want to see another part of the city. Tourists love the change of scenery and it is always good solid food.,136,I bring people to Catch that,2985,5.0,http://www.opentable.com/catch-san-francisco?rid=2985&tab=2&page=21
4403,4403,4403,55020ec84b4f031faba58c67,"2362 Market St.San Francisco, CA  94114",5.0,5.0,4.3,Catch,"We had a lovely dinner. The service was excellent, and we were extremely well treated. Especially liked our entrees and the trio of sorbets for dessert. Would defininitely go back, but we've been there before. It never fails.",225,We had a lovely dinner. The,2985,5.0,http://www.opentable.com/catch-san-francisco?rid=2985&tab=2&page=22
4404,4404,4404,55020ec84b4f031faba58c68,"2362 Market St.San Francisco, CA  94114",4.0,4.0,4.3,Catch,"To be honest, I as a bit worried when I read most recent reviews but I was pleasantly relieved once we got seated. (Based on the breadth of negative feedback lately, clearly some people giving reviews are just embittered).
This restaurant was very good! The service was friendly, timely and attentive and the food also very good. Don't know why I waited so long to try it. (.....I will keep quiet about the Tuesday wine special though).",436,"To be honest, I as a bit worried",2985,3.0,http://www.opentable.com/catch-san-francisco?rid=2985&tab=2&page=23
4405,4405,4405,55020ec94b4f031faba58c69,"2362 Market St.San Francisco, CA  94114",5.0,5.0,4.3,Catch,"a true delight....Cathleen, our waitress, was a delight.",56,"a true delight....Cathleen,",2985,5.0,http://www.opentable.com/catch-san-francisco?rid=2985&tab=2&page=24
4406,4406,4406,55020ec94b4f031faba58c6a,"2362 Market St.San Francisco, CA  94114",4.0,4.0,4.3,Catch,The food was delicious. The lighting was a dark made it very hard to read the menu. The wait staff was very courteous. I would return to Catch for another good meal.,165,The food was delicious. The,2985,4.0,http://www.opentable.com/catch-san-francisco?rid=2985&tab=2&page=25
4407,4407,4407,55020ec94b4f031faba58c6b,"2362 Market St.San Francisco, CA  94114",3.0,3.0,4.3,Catch,Requested a location near fireplace and was accomodated. Must dine early!!! Really appreciated the ambiance and warmth. Food and service was good.,146,Requested a location near,2985,4.0,http://www.opentable.com/catch-san-francisco?rid=2985&tab=2&page=26
4408,4408,4408,55020ec94b4f031faba58c6c,"2362 Market St.San Francisco, CA  94114",4.0,4.0,4.3,Catch,"Always one of my favorite places in the city. Casual but still trendy and always friendly service, great food. Had their scallop special, absolutely delicious. Waitress paired the wine well, glasses were never empty, warm bread, nice seats next to the fire place on the patio, no wait... What else could I ask for?",314,Always one of my favorite,2985,4.0,http://www.opentable.com/catch-san-francisco?rid=2985&tab=2&page=27
4409,4409,4409,55020ec94b4f031faba58c6d,"2362 Market St.San Francisco, CA  94114",3.0,3.0,4.3,Catch,"I admit after reading some posts about this place I was a bit skeptical on what we would get for service, but I was pleasantly surprised on how good it was. My GF had the salmon and I had the halibut. Both were well prepared and tasty but seemed to be lacking some punch. I did like the Tuesday 50% off a bottle or wine discount.",329,I admit after reading some,2985,3.0,http://www.opentable.com/catch-san-francisco?rid=2985&tab=2&page=28
4410,4410,4410,55020eca4b4f031faba58c6e,"2362 Market St.San Francisco, CA  94114",5.0,4.0,4.3,Catch,Great feel and good food. Extremely well done all around. Will definitely recommend to others.,94,Great feel and good food.,2985,4.0,http://www.opentable.com/catch-san-francisco?rid=2985&tab=2&page=29
4411,4411,4411,55020eca4b4f031faba58c6f,"2362 Market St.San Francisco, CA  94114",3.0,2.0,4.3,Catch,"Gnocchi with broccolini and red peppers in marinara were heavy, glue-y little balls in an unremarkable sauce. Pear salad with walnuts was large, with lots of interesting greens (purslane) but overall bland and not well balanced. Service was pleasant and friendly but uneven -- too long a wait for drinks, pacing of courses was iffy. Waiter didn't seem to understand which dish belonged to which diner, brought sharing plates for everyone to eat one person's dish. Overall, not a great experience. Noise level was comfortable until a table of 7 or 8 older men was seated nearby, when the noise became bothersome.",611,Gnocchi with broccolini and,2985,4.0,http://www.opentable.com/catch-san-francisco?rid=2985&tab=2&page=30
4412,4412,4412,55020eca4b4f031faba58c70,"2362 Market St.San Francisco, CA  94114",5.0,5.0,4.3,Catch,We always have a great meal at Catch...sometimes sit at the bar and dine..love that energy at the bar and attention from the staff.love the bar design and great lighting behind it. the servers are always friendly and available....great place in the Castro.,256,We always have a great meal,2985,5.0,http://www.opentable.com/catch-san-francisco?rid=2985&tab=2&page=31
4413,4413,4413,55020eca4b4f031faba58c71,"2362 Market St.San Francisco, CA  94114",5.0,5.0,4.3,Catch,absolutely fabulous location for seafood. great mixed drinks and wine list. no better location to eat at,104,absolutely fabulous location,2985,4.0,http://www.opentable.com/catch-san-francisco?rid=2985&tab=2&page=32
4414,4414,4414,55020ecb4b4f031faba58c72,"2362 Market St.San Francisco, CA  94114",5.0,5.0,4.3,Catch,All the food was great. There was plenty of variety on the menu and wait staff was excellent happy and proffessional. I will return. Thank you Catch for a great experience.,172,All the food was great. There,2985,4.0,http://www.opentable.com/catch-san-francisco?rid=2985&tab=2&page=33
4415,4415,4415,55020ecb4b4f031faba58c73,"2362 Market St.San Francisco, CA  94114",4.0,3.0,4.3,Catch,"The food is good, but not impressive. The presentation of one of our friend's entree was nearly impossible to eat. Our server was well-informed about the menu and practically begged us to ask questions about it. Very friendly service. The bar has improved greatly, and the strawberry-kiwi cosmo, while a bit subtle, is definitely worth a sip.

Avoid the oysters. I can't resist oysters, so I make the same mistake everytime I eat at Catch. I've never received a properly shucked oyster, and quite a few that were full of shell and grit.",536,"The food is good, but not",2985,4.0,http://www.opentable.com/catch-san-francisco?rid=2985&tab=2&page=34
4416,4416,4416,55020ecb4b4f031faba58c74,"2362 Market St.San Francisco, CA  94114",3.0,4.0,4.3,Catch,"Catch is adorable and we very much enjoyed our fish. However, the choices of fish, expected of a place named ""catch"", were a bit slim. About 1/2 fish, and 1/2 other meats. I say to Catch, stick with the fish! The Mahi Mahi was sooo good that I actually cleaned my plate!",270,Catch is adorable and we very,2985,4.0,http://www.opentable.com/catch-san-francisco?rid=2985&tab=2&page=35
4417,4417,4417,55020ecb4b4f031faba58c75,"2362 Market St.San Francisco, CA  94114",2.0,3.0,4.3,Catch,"Food was good, not great. Pacing was far too quick. We were in and out on a Friday night in 55 minutes and that was with cocktails and fries, starters, and entrees. The piano is there, but no longer has a player. The customer doesn't seem to come first at Catch. Food that's ready will sit in the kitchen, left until your server happens to walk by and see that it belongs to one of their tables. There are no food runners and a server will look at the food and leave it there if it doesn't belong to one of their tables. The hosts don't seem to care if you are there or not, not even bothering to utter a simple ""thanks"" on your way out, even when half their tables are empty on a Friday night. I won't go back anytime soon.",724,"Food was good, not great.",2985,3.0,http://www.opentable.com/catch-san-francisco?rid=2985&tab=2&page=36
4418,4418,4418,55020ecb4b4f031faba58c76,"2362 Market St.San Francisco, CA  94114",5.0,5.0,4.3,Catch,"I got there about ten minutes before my reservation and was able to get a table right away and our server was very friendly. It was a nice, romantic environment. It was one of the best restaurants I've ever been to and I would definitely go again.",247,I got there about ten minutes,2985,5.0,http://www.opentable.com/catch-san-francisco?rid=2985&tab=2&page=37
4419,4419,4419,55020ecc4b4f031faba58c77,"2362 Market St.San Francisco, CA  94114",4.0,4.0,4.3,Catch,"Catch has been a consistently good restaurant since I started coming 2+ years ago. The food is always good, the decor is quite nice, and the service is friendly, competent and attentive. All in all a great neighborhood restaurant!",230,Catch has been a consistently,2985,4.0,http://www.opentable.com/catch-san-francisco?rid=2985&tab=2&page=38
4420,4420,4420,55020ecc4b4f031faba58c78,"2362 Market St.San Francisco, CA  94114",5.0,5.0,4.3,Catch,"I had the salmon with risotto and it was PERFECTLY prepared, a really surprising lunch, and honestly priced, I felt.  I always like Catch, but this was my first lunch visit.  Great job.",185,I had the salmon with risotto,2985,5.0,http://www.opentable.com/catch-san-francisco?rid=2985&tab=2&page=39
4421,4421,4421,55020ecc4b4f031faba58c79,"2362 Market St.San Francisco, CA  94114",5.0,4.0,4.3,Catch,"Despite the fact that San Francisco is a coastal city, it's incredibly challenging to find actual seafood restaurants in a town obsessed with sushi.  That alone makes Catch a rare and welcome find.",197,Despite the fact that San,2985,5.0,http://www.opentable.com/catch-san-francisco?rid=2985&tab=2&page=40
4422,4422,4422,55020ecc4b4f031faba58c7a,"2362 Market St.San Francisco, CA  94114",3.0,3.0,4.3,Catch,Tim was a wonderful waitperson.  So genuine and personable and noninvasive at the same time.  Great service. Thanks,115,Tim was a wonderful waitperson.,2985,3.0,http://www.opentable.com/catch-san-francisco?rid=2985&tab=2&page=41
4423,4423,4423,55020edb4b4f031faba58cbe,"2436 Clement StreetSan Francisco, CA  94121",4.0,4.0,4.0,India Clay Oven Restaurant and Bar - Richmond District,"If you have a craving for Indian food this is the place to go. All the appetizers are tasty, and our favorite main dishes are the tikka masala, palak paneer, and vegetable biryani. All washed down with a good Indian beer.",221,Place to go for Indian food fix,29863,4.0,http://www.opentable.com/india-clay-oven-restaurant-and-bar-richmond-district?rid=29863&tab=2&page=1
4424,4424,4424,55020edb4b4f031faba58cbf,"2436 Clement StreetSan Francisco, CA  94121",4.0,4.0,4.0,India Clay Oven Restaurant and Bar - Richmond District,"This Indian Food restaurant is excellent. Friendly service and outstanding food.
Not much parking on the street.",113,This Indian Food restaurant,29863,3.0,http://www.opentable.com/india-clay-oven-restaurant-and-bar-richmond-district?rid=29863&tab=2&page=2
4425,4425,4425,55020ef24b4f031faba58d2f,"88 Belden PlaceSan Francisco, CA  94104",5.0,5.0,3.7,Brindisi,"The owners Pino and Antonio are  always welcoming and gracious! They make you feel like family.
The service from Dominico was extraordinary...food is beautiful and delicious! Definitely one of our favorite downtown restaurants!",227,Friendly service beautiful food!,2988,4.0,http://www.opentable.com/brindisi?rid=2988&tab=2&page=1
4426,4426,4426,55020ef24b4f031faba58d30,"88 Belden PlaceSan Francisco, CA  94104",4.0,5.0,3.7,Brindisi,"Predictably good experience, everytime. One of my favorite go-to meeting places.",80,"Predictably good experience, everytime. ...",2988,4.0,http://www.opentable.com/brindisi?rid=2988&tab=2&page=2
4427,4427,4427,55020ef34b4f031faba58d31,"88 Belden PlaceSan Francisco, CA  94104",4.0,4.0,3.7,Brindisi,"Overall, good food and good service. Had the dine-about-town menu for lunch, specifically the mussells as appetizers and bake trout with risotto for main entree, and they were delicious! The portions were just right as well. Will definitely go back!",249,"Overall, good food and good",2988,4.0,http://www.opentable.com/brindisi?rid=2988&tab=2&page=3
4428,4428,4428,55020ef34b4f031faba58d32,"88 Belden PlaceSan Francisco, CA  94104",5.0,5.0,3.7,Brindisi,"We loved it. Wish the near-by parking garage had stayed open beyond 9 PM. Brindisi is a small and very cute restaurant that reminded us of Europe. Our waiter was attentive, patient and knowledgeable. The food was very good -- even by SF standards.",247,We loved it. Wish the near-by,2988,4.0,http://www.opentable.com/brindisi?rid=2988&tab=2&page=4
4429,4429,4429,55020ef34b4f031faba58d33,"88 Belden PlaceSan Francisco, CA  94104",5.0,5.0,3.7,Brindisi,"A fantastic restaurant that makes you feel like you're on vacation, not in the financial district. Friendly, delicious, romantic - just wonderful!",146,A fantastic restaurant that,2988,5.0,http://www.opentable.com/brindisi?rid=2988&tab=2&page=5
4430,4430,4430,55020ef34b4f031faba58d34,"88 Belden PlaceSan Francisco, CA  94104",3.0,4.0,3.7,Brindisi,Waiter was able to convince the manager to let me order a food item that was not being offered that night. only one waiter was serving all the tables inside the restaurant although the person who seemed like the manager was helping out a little. The linguine had lots of seafood compared to other restaurants that serve seafood linguine. The steak was average.,360,Waiter was able to convince,2988,3.0,http://www.opentable.com/brindisi?rid=2988&tab=2&page=6
4431,4431,4431,55020ef34b4f031faba58d35,"88 Belden PlaceSan Francisco, CA  94104",2.0,2.0,3.7,Brindisi,"We returned to this restaurant because we had enjoyed the food a few years ago but that same quality does not seem to have been maintained. Given the many other restaurants available, I will likely not return to this one.",221,We returned to this restaurant,2988,2.0,http://www.opentable.com/brindisi?rid=2988&tab=2&page=7
4432,4432,4432,55020ef44b4f031faba58d36,"88 Belden PlaceSan Francisco, CA  94104",4.0,4.0,3.7,Brindisi,Very enjoyable. Pasta's delicious. Very friendly service.,57,Very enjoyable. Pasta's delicious.,2988,3.0,http://www.opentable.com/brindisi?rid=2988&tab=2&page=8
4433,4433,4433,55020ef44b4f031faba58d37,"88 Belden PlaceSan Francisco, CA  94104",1.0,2.0,3.7,Brindisi,"Restaurant was empty but service was still slow, and disinterested. We were actually the only table.",100,Restaurant was empty but service,2988,1.0,http://www.opentable.com/brindisi?rid=2988&tab=2&page=9
4434,4434,4434,55020ef44b4f031faba58d38,"88 Belden PlaceSan Francisco, CA  94104",1.0,3.0,3.7,Brindisi,"As we approached Brindisi on Belden Place, I should have taken the fact that there were tons of people sitting outside at all the other restaurants and none sitting outside Brindisi as a warning sign. Service was a major issue at this restaurant. We had to wait 10 minutes for the last person in our party to get her meal, had to ask multiple waiters for our check that took a good 15 minutes, and finally when someone in our party left something at the restaurant, the people were extremely rude and not willing to help. Food was ok but drink lots of water as we all found our meals extremely salty.",600,As we approached Brindisi,2988,2.0,http://www.opentable.com/brindisi?rid=2988&tab=2&page=10
4435,4435,4435,55020ef44b4f031faba58d39,"88 Belden PlaceSan Francisco, CA  94104",5.0,4.0,3.7,Brindisi,Great restaurant and a nice ambience. Tight fit inside though. Might not be the best for large groups. Great food and wait service.,131,Great restaurant and a nice,2988,3.0,http://www.opentable.com/brindisi?rid=2988&tab=2&page=11
4436,4436,4436,55020f054b4f031faba58d8a,"757 Market St.Four Seasons HotelSan Francisco, CA  94103",2.0,3.0,4.3,MKT Restaurant and Bar,"Based on our experience in Four Season Restaurants both here and in Europe, this was a very disappointing experience. We thought the decode lacked the pizzaz we associate with Four Seasons and although the food was good it was not anything special. The service was spotty. Having said that, I appreciated the complimentary dessert they presented to my partner on his birthday. A thoughtful touch.",396,Disappointing,2989,3.0,http://www.opentable.com/mkt-restaurant-and-bar?rid=2989&tab=2&page=1
4437,4437,4437,55020f064b4f031faba58d8b,"757 Market St.Four Seasons HotelSan Francisco, CA  94103",4.0,3.0,4.3,MKT Restaurant and Bar,"Met with a friend for breakfast to catch up on events at this firm.  Oatmeal with lots of beautiful berries for him and decaf coffee in a pitcher, and eggs for me with regular coffee.  Everything was nicely presented, food was delicious, and I love the fact we had individual pitchers of coffee.  Didn't have a problem with the old restaurant - this one is fine as well.",370,Business meeting,2989,3.0,http://www.opentable.com/mkt-restaurant-and-bar?rid=2989&tab=2&page=2
4438,4438,4438,55020f064b4f031faba58d8c,"757 Market St.Four Seasons HotelSan Francisco, CA  94103",3.0,4.0,4.3,MKT Restaurant and Bar,"it took 25 minutes to get the beer we ordered - flakey, subpar service -",72,it took 25 minutes to get,2989,4.0,http://www.opentable.com/mkt-restaurant-and-bar?rid=2989&tab=2&page=3
4439,4439,4439,55020f064b4f031faba58d8d,"757 Market St.Four Seasons HotelSan Francisco, CA  94103",2.0,2.0,4.3,MKT Restaurant and Bar,"It is very sad. The Seasons, well it was good, in the past.

I am disappointed by the menu and the service. It seemed that they down graded the menu, and the service. why?

With so many other great restaurants near by, if I were staying at the 4 Seasons, I'd go for a walk and not stay at the hotel.",299,"""New Seasons"" - disappointed",2989,3.0,http://www.opentable.com/mkt-restaurant-and-bar?rid=2989&tab=2&page=4
4440,4440,4440,55020f064b4f031faba58d8e,"757 Market St.Four Seasons HotelSan Francisco, CA  94103",4.0,5.0,4.3,MKT Restaurant and Bar,"Wonderful setting, in a vibrant part of town. Somewhat limited menu, but the items on it were very tasty. Would recommend and return again!",139,Wonderful dining experience,2989,4.0,http://www.opentable.com/mkt-restaurant-and-bar?rid=2989&tab=2&page=5
4441,4441,4441,55020f064b4f031faba58d8f,"757 Market St.Four Seasons HotelSan Francisco, CA  94103",2.0,3.0,4.3,MKT Restaurant and Bar,"Based on our experience in Four Season Restaurants both here and in Europe, this was a very disappointing experience. We thought the decode lacked the pizzaz we associate with Four Seasons and although the food was good it was not anything special. The service was spotty. Having said that, I appreciated the complimentary dessert they presented to my partner on his birthday. A thoughtful touch.",396,Disappointing,2989,3.0,http://www.opentable.com/mkt-restaurant-and-bar?rd=10&page=1
4442,4442,4442,55020f074b4f031faba58d90,"757 Market St.Four Seasons HotelSan Francisco, CA  94103",5.0,5.0,4.3,MKT Restaurant and Bar,LOVED IT! LUIS OUR SERVER FIVE STAR FIRST CLASS! THANK YOU! KEVIN V.WONG,72,LOVED IT! LUIS OUR SERVER,2989,5.0,http://www.opentable.com/mkt-restaurant-and-bar?rid=2989&tab=2&page=7
4443,4443,4443,55020f074b4f031faba58d91,"757 Market St.Four Seasons HotelSan Francisco, CA  94103",5.0,5.0,4.3,MKT Restaurant and Bar,"We went to Seasons at the Four Seasons to celebrate a 50th birthday. I did not mention the birthday when I made the reservations. However, during our lunch, our server quietly inquired whether we were celebrating something special (we had given the ""birthday girl"" a bouquet of flowers), and she brought our guest of honor a piece of chocolate cake, with ""Happy Birthday"" written in chocolate on the plate. A really nice touch!",427,We went to Seasons at the,2989,5.0,http://www.opentable.com/mkt-restaurant-and-bar?rid=2989&tab=2&page=8
4444,4444,4444,55020f074b4f031faba58d92,"757 Market St.Four Seasons HotelSan Francisco, CA  94103",5.0,4.0,4.3,MKT Restaurant and Bar,"Whenever we require a quiet, elegant location for a luncheon with friends the Seasons Restaurant has never failed to meet our expectations. Their Crab Louis salad is surely among the very best in San Francisco. As always, Four Season's service sets the standard for all others to meet.",285,"After all, it is a Four Seasons",2989,4.0,http://www.opentable.com/mkt-restaurant-and-bar?rid=2989&tab=2&page=9
4445,4445,4445,55020f074b4f031faba58d93,"757 Market St.Four Seasons HotelSan Francisco, CA  94103",5.0,2.0,4.3,MKT Restaurant and Bar,The turkey entree dressing was too salty. Enjoyed the beet salad.,65,The turkey entree dressing,2989,5.0,http://www.opentable.com/mkt-restaurant-and-bar?rid=2989&tab=2&page=10
4446,4446,4446,55020f084b4f031faba58d94,"757 Market St.Four Seasons HotelSan Francisco, CA  94103",5.0,5.0,4.3,MKT Restaurant and Bar,"Eating at the Seasons is a delightful, elegant dining experience. Superb service, outstanding food combined with a quiet and romantic ambiance makes the Seasons the perfect location for celebrating a special occasion. I let them know that we were celebrating our 1 year anniversary when I made the reservation and they gifted us with delightful desserts inscribed with chocolate ""happy anniversary"" scrolling on the plates. They get a 5* from me.",446,Eating at the Seasons is a,2989,5.0,http://www.opentable.com/mkt-restaurant-and-bar?rid=2989&tab=2&page=11
4447,4447,4447,55020f084b4f031faba58d95,"757 Market St.Four Seasons HotelSan Francisco, CA  94103",5.0,3.0,4.3,MKT Restaurant and Bar,"I was looking for a quiet restaurant for lunch with an out-of-town guest. My requirements were good food, comfortable surroundings, tables far enough apart to facilitate conversation, good service and all at a fair price. Seasons fufilled all of these expectations beautifully.",277,I was looking for a quiet,2989,4.0,http://www.opentable.com/mkt-restaurant-and-bar?rid=2989&tab=2&page=12
4448,4448,4448,55020f084b4f031faba58d96,"757 Market St.Four Seasons HotelSan Francisco, CA  94103",5.0,4.0,4.3,MKT Restaurant and Bar,very pleasant surroundings with excellent service. great place for a birthday lunch.,84,very pleasant surroundings,2989,4.0,http://www.opentable.com/mkt-restaurant-and-bar?rid=2989&tab=2&page=13
4449,4449,4449,55020f084b4f031faba58d97,"757 Market St.Four Seasons HotelSan Francisco, CA  94103",5.0,4.0,4.3,MKT Restaurant and Bar,"We stumbled upon Seasons searching for a last-minute reservation for Easter brunch. We were out-of-town visitors and used the Open Table site to get to the restaurant site.

We arrived to discover that rather than a typical Easter brunch, we could have an appetizer and seafood buffet, and one of four entrees. This was fine, although not what we had planned and primed ourselves for. The entree choices included butter-poached monkfish, lamb, squab and a vegetarian choice. All a bit heavy for noon.

The service was lovely, and food carefully prepared. We were shocked at the price - $98 per person - which was mentioned nowhere on the website or the menu that day. ""If you have to ask...""

It was lovely but a bit disappointing.",731,We stumbled upon Seasons searching,2989,5.0,http://www.opentable.com/mkt-restaurant-and-bar?rid=2989&tab=2&page=14
4450,4450,4450,55020f094b4f031faba58d98,"757 Market St.Four Seasons HotelSan Francisco, CA  94103",4.0,4.0,4.3,MKT Restaurant and Bar,"I was tasked with finding a special occasion restaurant for the 20th anniversary of my father's retirement. He wanted a nice room with quality service and a menu that was simple. Seasons was absolutely perfect. He had the veal chop, which was cooked to perfection and served with his choice of sides. I wanted something that required a little more skill and went for the duck breast. It came with a selection of accompaniments that combined to make an elegant plate. The waiter helped us all select delicious wines by the glass. And the tables were nicely spaced so we weren't interrupted by our neighbors. Next time I want to try Windows, the piano bar.",654,I was tasked with finding,2989,4.0,http://www.opentable.com/mkt-restaurant-and-bar?rid=2989&tab=2&page=15
4451,4451,4451,55020f094b4f031faba58d99,"757 Market St.Four Seasons HotelSan Francisco, CA  94103",5.0,4.0,4.3,MKT Restaurant and Bar,We had a wonderful table by the window looking over Market and Grant.  The food was wonderful.  We had the crab louie salad.  Very San Francisco.  The service was perfect.,171,We had a wonderful table by,2989,4.0,http://www.opentable.com/mkt-restaurant-and-bar?rid=2989&tab=2&page=16
4452,4452,4452,55020f094b4f031faba58d9a,"757 Market St.Four Seasons HotelSan Francisco, CA  94103",5.0,5.0,4.3,MKT Restaurant and Bar,"please  check the LAST  TWO   REVIEWS  I gave that you sent  me  for more info.
 thanks",88,please  check the LAST  TWO,2989,5.0,http://www.opentable.com/mkt-restaurant-and-bar?rid=2989&tab=2&page=17
4453,4453,4453,55020f784b4f031faba58fb3,"340 Stockton StreetSan Francisco, CA  94108",4.0,5.0,4.7,Campton Place,"There were six of us so we required to choice between a pre-fixe 3 course menu and the 5 course tasting menu.  There were plenty of choices to accommodate everyone on the 3-course, so we went that direction.  No disappointments with the more limited menu and the Indian/French fusion worked beautifully.  Some creative amuses were much appreciated.",348,Excellent and inventive,30,5.0,http://www.opentable.com/campton-place?rid=30&tab=2&page=1
4454,4454,4454,55020f784b4f031faba58fb4,"340 Stockton StreetSan Francisco, CA  94108",5.0,4.0,4.7,Campton Place,"The Hors d'oeuvres were great. Just a Great balance. if you have the wine or champagne, they will pour you some to taste if you like it. That was a great gesture.
The bread was good. The service was also very attentive
The chairs my  sat on have a cut of the leather. They need to follow more details of some of the chairs wear or tear.
The main course was a bit weak.",368,Special Occasion for a great experience,30,4.0,http://www.opentable.com/campton-place?rid=30&tab=2&page=2
4455,4455,4455,55020f794b4f031faba58fb5,"340 Stockton StreetSan Francisco, CA  94108",5.0,4.0,4.7,Campton Place,"I wish we had known when we made a booking that the weekend had a limited set of options in terms of the menu. Other than a Prix Fix menu there was nothing else. The options were also limited for vegetarians, but the food we had was good.",238,Limited menu on weekend,30,5.0,http://www.opentable.com/campton-place?rid=30&tab=2&page=3
4456,4456,4456,55020f794b4f031faba58fb6,"340 Stockton StreetSan Francisco, CA  94108",3.0,4.0,4.7,Campton Place,"We dined here during Dine About Town.  The special menu was a value.  First course corn veloute was exceptional in taste and presentation.  Salmon second course was ordinary.  Panna cotta dessert was very nice.  Service was inconsistent.  The dining room is beautiful with very nice ambiance.  Let's hope the staff was having an ""off"" day.",339,One Star Inconsistently,30,5.0,http://www.opentable.com/campton-place?rid=30&tab=2&page=4
